Opstillingskreds;Afstemningsområde;Partibogstav;Partinavn;Navn;Stemmetal
1. Sønderborg;2. Havnbjerg;Æ;Danmarksdemokraterne - Inger Støjberg;Thomas Majgaard Byrsing;9
1. Sønderborg;2. Havnbjerg;Æ;Danmarksdemokraterne - Inger Støjberg;Patrick Bryhl;6
1. Sønderborg;2. Havnbjerg;Æ;Danmarksdemokraterne - Inger Støjberg;Karina Adsbøl;8
1. Sønderborg;2. Havnbjerg;Æ;Danmarksdemokraterne - Inger Støjberg;Ulrik Knudsen;5
1. Sønderborg;2. Havnbjerg;Æ;Danmarksdemokraterne - Inger Støjberg;Jakob Venø Heiwald;2
1. Sønderborg;2. Havnbjerg;Æ;Danmarksdemokraterne - Inger Støjberg;Kenneth Fredslund Petersen;2
1. Sønderborg;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Partiliste;14
1. Sønderborg;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Johanna-Maria Precht;5
1. Sønderborg;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Rasmus Vestergaard Madsen;3
1. Sønderborg;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Selma Bolø;1
1. Sønderborg;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Mathias D. Christiansen;0
1. Sønderborg;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Lasse Harder Schousboe;0
1. Sønderborg;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Lilje Holm;0
1. Sønderborg;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Sarah Nørris;0
1. Sønderborg;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Helene Hellesøe Appel;0
1. Sønderborg;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Benny Dall;0
1. Sønderborg;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Holly Marie Turner;0
1. Sønderborg;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Lars Mogensen;0
1. Sønderborg;2. Havnbjerg;Å;Alternativet;Partiliste;7
1. Sønderborg;2. Havnbjerg;Å;Alternativet;Coco Mette Cecilie Kjærgaard;3
1. Sønderborg;2. Havnbjerg;Å;Alternativet;Mikael Hertig;0
1. Sønderborg;2. Havnbjerg;Å;Alternativet;Mikael Winther;0
1. Sønderborg;2. Havnbjerg;Å;Alternativet;Astrid Fogh;1
1. Sønderborg;2. Havnbjerg;Å;Alternativet;Bo Nielsen;0
1. Sønderborg;2. Havnbjerg;Å;Alternativet;Carsten Sohl;0
1. Sønderborg;2. Havnbjerg;Å;Alternativet;Edvard Korsbæk;0
1. Sønderborg;2. Havnbjerg;Å;Alternativet;Bodil Nielsen;0
1. Sønderborg;2. Havnbjerg;Å;Alternativet;Hans Biering Fonsbøl;0
1. Sønderborg;2. Havnbjerg;Å;Alternativet;Ane Line Søndergaard;0
1. Sønderborg;3. Egen;A;Socialdemokratiet;Partiliste;231
1. Sønderborg;3. Egen;A;Socialdemokratiet;Benny Engelbrecht;284
1. Sønderborg;3. Egen;A;Socialdemokratiet;Tommi Christensen;0
1. Sønderborg;3. Egen;A;Socialdemokratiet;Kim Eskesen;1
1. Sønderborg;3. Egen;A;Socialdemokratiet;Theis Kylling Hommeltoft;2
1. Sønderborg;3. Egen;A;Socialdemokratiet;Anders Kronborg;1
1. Sønderborg;3. Egen;A;Socialdemokratiet;Bjørn Laursen;1
1. Sønderborg;3. Egen;A;Socialdemokratiet;Christian Rabjerg Madsen;5
1. Sønderborg;3. Egen;A;Socialdemokratiet;Anne Catherine Hoxcer Nielsen;2
1. Sønderborg;3. Egen;A;Socialdemokratiet;Lars Rømer Olsen;2
1. Sønderborg;3. Egen;A;Socialdemokratiet;Jesper Petersen;8
1. Sønderborg;3. Egen;A;Socialdemokratiet;Maria Radoor;1
1. Sønderborg;3. Egen;A;Socialdemokratiet;Kris Jensen Skriver;1
1. Sønderborg;3. Egen;A;Socialdemokratiet;Birgitte Vind;2
1. Sønderborg;3. Egen;B;Radikale Venstre;Partiliste;11
1. Sønderborg;3. Egen;B;Radikale Venstre;Lasse Skov Ovesen;1
1. Sønderborg;3. Egen;B;Radikale Venstre;Lotte Rod;12
1. Sønderborg;3. Egen;B;Radikale Venstre;Anne Marie Geisler Andersen;2
1. Sønderborg;3. Egen;B;Radikale Venstre;Nils Sjøberg;1
1. Sønderborg;3. Egen;B;Radikale Venstre;Ole Lynggaard Jørgensen;0
1. Sønderborg;3. Egen;B;Radikale Venstre;Finn Hartvig Nielsen;0
1. Sønderborg;3. Egen;B;Radikale Venstre;Bjarne Lastein;1
1. Sønderborg;3. Egen;B;Radikale Venstre;Barbara Krarup Hansen;0
1. Sønderborg;3. Egen;B;Radikale Venstre;Nicholas Wentworth;3
1. Sønderborg;3. Egen;C;Det Konservative Folkeparti;Partiliste;35
1. Sønderborg;3. Egen;C;Det Konservative Folkeparti;Rasmus Elkjær Larsen;7
1. Sønderborg;3. Egen;C;Det Konservative Folkeparti;Dan Arnløv;1
1. Sønderborg;3. Egen;C;Det Konservative Folkeparti;Gitte Eriksen;3
1. Sønderborg;3. Egen;C;Det Konservative Folkeparti;Christina Foldager;7
1. Sønderborg;3. Egen;C;Det Konservative Folkeparti;Morten Trillingsgaard Høybye;0
1. Sønderborg;3. Egen;C;Det Konservative Folkeparti;Cecilie C. Johannsen;1
1. Sønderborg;3. Egen;C;Det Konservative Folkeparti;Frederik Bloch Münster;2
1. Sønderborg;3. Egen;C;Det Konservative Folkeparti;Gunver Birgitte Nielsen;0
1. Sønderborg;3. Egen;C;Det Konservative Folkeparti;Rasmus Sandvej;1
1. Sønderborg;3. Egen;C;Det Konservative Folkeparti;Jens Langer Schou;0
1. Sønderborg;3. Egen;C;Det Konservative Folkeparti;Christian Tarbensen;1
1. Sønderborg;3. Egen;C;Det Konservative Folkeparti;Kristian Thomsen;0
1. Sønderborg;3. Egen;C;Det Konservative Folkeparti;Jannie Boysen Westergaard;0
1. Sønderborg;3. Egen;F;SF - Socialistisk Folkeparti;Partiliste;61
1. Sønderborg;3. Egen;F;SF - Socialistisk Folkeparti;Karina Lorentzen Dehnhardt;25
1. Sønderborg;3. Egen;F;SF - Socialistisk Folkeparti;Timm Bøttger;8
1. Sønderborg;3. Egen;F;SF - Socialistisk Folkeparti;Christian Mutwa Christensen;1
1. Sønderborg;3. Egen;F;SF - Socialistisk Folkeparti;Magnus Flensborg;1
1. Sønderborg;3. Egen;F;SF - Socialistisk Folkeparti;Milo Gaarde;1
1. Sønderborg;3. Egen;F;SF - Socialistisk Folkeparti;Ina Juul Jensen;2
1. Sønderborg;3. Egen;F;SF - Socialistisk Folkeparti;Jørgen Kvist;1
1. Sønderborg;3. Egen;F;SF - Socialistisk Folkeparti;Susanne Blegvad Posselt;8
